Gene	Sample	Active	FC	Annotation	Conservation	Tun
bHd13465.1	Hdujardini	1.29406	10.839849073928	Other	Conserved	15.1114
bHd13466.1	Hdujardini	0.202863	52.838621202766	Other	Conserved	16.0028633333333
bHd13467.1	Hdujardini	0.101385466666667	18.6718372924627	Other	Conserved	3.76023666666667
bHd13497.1	Hdujardini	10.3024333333333	8.10676668599975	Other	None	84.3301
bHd13501.1	Hdujardini	52.7431666666667	4.64301596863675	Other	Conserved	245.351666666667
bHd13504.1	Hdujardini	6.06695666666667	1328.16726997163	Other	Conserved	8190.75
bHd13505.1	Hdujardini	0	311.014333333333	Other	None	31.1014333333333
bHd13514.1	Hdujardini	78.9397	7.39906232775006	Other	Conserved	584.819666666667
bHd13537.1	Hdujardini	0.195540333333333	112.335033796853	Other	None	33.1995333333333
bHd13546.1	Hdujardini	0	24.7559333333333	Other	None	2.47559333333333
bHd13548.1	Hdujardini	0	111.7847	Other	None	11.17847
bHd13576.1	Hdujardini	0.0274348666666667	18.5563291678939	Other	Conserved	2.36472333333333
bHd13583.1	Hdujardini	0.146651333333333	51.1819383367074	Other	None	12.6240933333333
bHd13592.1	Hdujardini	0.0608184666666667	15.4424429698579	Other	Conserved	2.48343
bHd13604.1	Hdujardini	1.51209	50.7373244256421	Other	None	81.7931333333333
bHd13605.1	Hdujardini	0.340806666666667	545.707868907004	Other	None	240.551666666667
bHd13608.1	Hdujardini	0.357572666666667	64.3081827440159	Other	Conserved	29.4256666666667
bHd13622.1	Hdujardini	0	78.3820666666667	Other	Conserved	7.83820666666667
bHd13632.1	Hdujardini	5.17501333333333	10.5506779129784	Other	Conserved	55.6549666666667
bHd13640.1	Hdujardini	0.169250666666667	29.6484069367826	Other	None	7.98285333333333
bHd13672.1	Hdujardini	31.42742	5.03701222618279	Other	Conserved	158.804
bHd13719.1	Hdujardini	0.174299333333333	55.7614673993618	Other	Conserved	15.2953333333333
bHd13727.1	Hdujardini	4.17652	364.498080994204	Other	None	1558.78333333333
bHd13728.1	Hdujardini	0.269124333333333	45.1945098896216	Other	None	16.6823933333333
bHd13730.1	Hdujardini	1.358574	42.3060240115803	Other	Conserved	61.7064666666667
bHd13754.1	Hdujardini	3.9034	17.7914522655743	Other	Conserved	71.2263
bHd13809.1	Hdujardini	2.17022566666667	8.82722818891573	Other	None	20.0398
bHd13841.1	Hdujardini	0.299497333333333	335.3399939257	Other	None	133.967433333333
bHd13841.2	Hdujardini	5.31499633333333e-08	882.472864299329	Other	None	88.2473333333333
bHd13854.1	Hdujardini	0	42.6864666666667	Other	None	4.26864666666667
bHd13878.1	Hdujardini	6.79371	3.88030054450603	Other	Conserved	26.7496666666667
bHd13886.1	Hdujardini	0	29.5633666666667	Other	Conserved	2.95633666666667
bHd13892.1	Hdujardini	0.197416666666667	60.3283160549174	Other	Conserved	17.9426466666667
bHd13925.1	Hdujardini	2.27038933333333	4.99638737265102	Other	None	11.8433833333333
bHd13963.1	Hdujardini	2.91875333333333	11.1908558279025	Other	None	33.7824333333333
bHd13988.1	Hdujardini	2.94127	5.20517196215178	Other	Conserved	15.8303333333333
bHd13990.1	Hdujardini	0.347693	27.2365959113351	Other	None	12.1936333333333
bHd13992.1	Hdujardini	0.678738	11.7219141739584	Other	Conserved	9.1283
bHd14043.1	Hdujardini	0	65.4403333333333	Other	None	6.54403333333333
bHd14105.1	Hdujardini	0	20.3049333333333	Other	Conserved	2.03049333333333
bHd14219.1	Hdujardini	0.181550666666667	251.598291367332	Other	None	70.8376666666667
bHd14237.1	Hdujardini	13.9796466666667	665.479531446575	Other	Conserved	9369.71666666667
bHd14238.1	Hdujardini	0	186.570666666667	Other	None	18.6570666666667
bHd14283.1	Hdujardini	0.888169666666667	11.5410072966552	Other	None	11.4044733333333
bHd14382.1	Hdujardini	0.400167666666667	7.98456917447016	Other	Conserved	3.99362333333333
bHd14440.1	Hdujardini	0	70.2907666666667	Other	Conserved	7.02907666666667
bHd14459.1	Hdujardini	0.0789313333333333	17.1985715190557	Other	Conserved	3.07736333333333
bHd14469.1	Hdujardini	0.422412666666667	128.717144428606	Other	Conserved	67.2434666666667
bHd14505.1	Hdujardini	3.57664466666667	29.1600112929053	Other	Conserved	107.211
bHd14521.1	Hdujardini	0.45258	44.8726579560124	Other	None	24.7957333333333
bHd14592.1	Hdujardini	1402.97433333333	4.79837965344198	Other	Conserved	6732.48333333333
bHd14601.1	Hdujardini	4.08306166666667	34.0026065437716	Other	Conserved	142.235
bHd14639.1	Hdujardini	85.9459	4.27954537442613	Other	Conserved	368.237333333333
bHd14643.1	Hdujardini	2.47654	15.020880715999	Other	Conserved	38.7019
bHd14644.1	Hdujardini	48.0029333333333	99.2828573170867	Other	None	4775.79666666667
bHd14645.1	Hdujardini	43.7299566666667	354.694243746686	Other	Conserved	15546.2333333333
bHd14648.1	Hdujardini	131.2676	2.8573636117277	Other	Conserved	375.365
bHd14650.1	Hdujardini	0	60.8356	Other	Conserved	6.08356
bHd14683.1	Hdujardini	0	120.089666666667	Other	Conserved	12.0089666666667
bHd14693.1	Hdujardini	7.73002	48.4626688905861	Other	Conserved	379.463666666667
bHd14717.1	Hdujardini	0.269693666666667	36.4373116120464	Other	Conserved	13.4706433333333
bHd14767.1	Hdujardini	127.752633333333	10.3831259895833	Other	None	1327.51
bHd14771.1	Hdujardini	0	22.9526333333333	Other	Conserved	2.29526333333333
bHd14783.1	Hdujardini	2.45891433333333	32.5404927584524	Other	None	83.2683333333333
bHd14791.1	Hdujardini	4.11716666666667	9.49028968896969	Other	Conserved	40.0221333333333
bHd14795.1	Hdujardini	32.4364	7.40424058387939	Other	None	240.907333333333
bHd14809.1	Hdujardini	0.328515	60.0042783410927	Other	Conserved	25.7127333333333
bHd14847.1	Hdujardini	17.4219333333333	4.02964475000856	Other	Conserved	70.6071666666667
bHd14863.1	Hdujardini	47.3617	3.6702927483283	Other	None	174.198333333333
bHd14870.1	Hdujardini	0.782393	311.927527379146	Other	None	275.242666666667
bHd14872.1	Hdujardini	0	38.5516	Other	Conserved	3.85516
bHd14875.1	Hdujardini	15.53298	13.9663284500673	Other	None	218.335333333333
bHd14882.1	Hdujardini	251.384666666667	3.48371537562264	Other	Conserved	876.101
bHd14883.1	Hdujardini	0	52.2381	Other	None	5.22381
bHd14883.2	Hdujardini	0.0758086666666667	45.8253859309173	Other	None	8.0565
bHd14892.1	Hdujardini	0.0691306666666667	22.4891011289102	Other	Conserved	3.80359666666667
bHd14897.1	Hdujardini	0	20.3901333333333	Other	Conserved	2.03901333333333
bHd14899.1	Hdujardini	0	22.6505666666667	Other	Conserved	2.26505666666667
bHd14900.1	Hdujardini	0.135288433333333	18.2610931575755	Other	Conserved	4.296624
bHd14905.1	Hdujardini	0.496762	316.60192840697	SOD	Conserved	188.936
bHd14906.1	Hdujardini	1.943091	21.1569137155418	Other	Conserved	43.2255
bHd14918.1	Hdujardini	0	27.9250333333333	Other	Conserved	2.79250333333333
bHd14943.1	Hdujardini	0.127140333333333	22.141979774618	Other	Conserved	5.02933666666667
bHd14992.1	Hdujardini	0.1100767	9.14345411302951	Other	Conserved	1.92082666666667
bHd15008.1	Hdujardini	6.03707666666667	3.53975264010063	Other	Conserved	21.7237333333333
bHd15030.1	Hdujardini	4.85997333333333	11.3368754670724	Other	None	56.2306
bHd15044.1	Hdujardini	0.282064	8.72052849784329	Other	Conserved	3.3318
bHd15049.1	Hdujardini	0.261109666666667	75.2046700494494	Other	None	27.1571333333333
bHd15050.1	Hdujardini	0.671201333333333	94.6462748162607	Other	Conserved	72.9913333333333
bHd15060.1	Hdujardini	0	161.123666666667	Other	None	16.1123666666667
bHd15061.1	Hdujardini	0.272619	177.979920508616	Other	None	66.3187
bHd15062.1	Hdujardini	0	112.711233333333	Other	None	11.2711233333333
bHd15062.2	Hdujardini	0	52.2652666666667	Other	None	5.22652666666667
bHd15083.1	Hdujardini	0	38.7246	Other	Conserved	3.87246
bHd15101.1	Hdujardini	0.258216	121.328099991811	Other	Conserved	43.4616666666667
bHd15111.1	Hdujardini	2.108692	23.4914450121007	Other	Conserved	51.8853666666667
bHd15112.1	Hdujardini	0	31.4042866666667	Other	None	3.14042866666667
bHd15142.1	Hdujardini	34.9021	4.77109468669975	Other	Conserved	166.998333333333
bHd15162.1	Hdujardini	79.8458	5.41910477681963	Other	Conserved	433.234666666667
bHd15173.1	Hdujardini	1.98443666666667	294.941718865689	Other	Conserved	614.787333333333
bHd15278.1	Hdujardini	28.0091	2.79086606591223	Other	Conserved	78.4487333333333
bHd15278.2	Hdujardini	4.61081	2.93499207142721	Other	Conserved	13.82619
bHd15284.1	Hdujardini	38.5416666666667	5.94204011214147	Other	Conserved	229.610333333333
bHd15292.1	Hdujardini	0.132758333333333	9.73077942071533	Other	Conserved	2.26492
bHd15296.1	Hdujardini	6.24077333333333	8.91131575959189	Other	None	56.5046333333333
bHd15297.1	Hdujardini	7.41126666666667	12.2345898161872	Other	None	91.8972666666667
bHd15306.1	Hdujardini	0.281994666666667	85.8352647157378	Other	None	32.7886133333333
bHd15328.1	Hdujardini	20.0842333333333	4.74398334013182	Other	Conserved	95.7536666666667
bHd15368.1	Hdujardini	3.58250333333333	2.70036596481922	Other	Conserved	9.94410666666667
bHd15416.1	Hdujardini	10.4806433333333	3.65670581467479	Other	Conserved	38.6903
bHd15421.1	Hdujardini	0	78.4047666666667	Other	None	7.84047666666667
bHd15422.1	Hdujardini	3.6593	28.4170013921031	Other	None	106.828033333333
bHd15423.1	Hdujardini	1.26038666666667	594.566250771839	Other	None	808.84
bHd15428.1	Hdujardini	0.793035666666667	29.2007747357608	Other	None	26.0773333333333
bHd15443.1	Hdujardini	27.92242	7.85785096362127	Other	Conserved	220.196
bHd15474.1	Hdujardini	1.54439566666667	7.61214403589404	GST	None	12.5173766666667
bHd15498.1	Hdujardini	2.22667333333333	15.3500563035636	Other	None	35.7145666666667
bHd15512.1	Hdujardini	2.35178666666667	6.23984414087142	Other	Conserved	15.2987666666667
bHd15519.1	Hdujardini	0	40.5312333333333	Other	Conserved	4.05312333333333
bHd15520.1	Hdujardini	0.329403	29.161106621674	Other	Conserved	12.5218666666667
bHd15525.1	Hdujardini	0.642826333333333	22.0751911954297	Other	None	16.3980333333333
bHd15552.1	Hdujardini	182.621333333333	4.28056019731321	Other	Conserved	782.149666666667
bHd15553.1	Hdujardini	12.8227	3.70369195292006	Other	Conserved	47.8617
bHd15569.1	Hdujardini	0.0758433333333333	38.6928895039145	Other	Conserved	6.80388666666667
bHd15598.1	Hdujardini	0.160801666666667	14.4837392399077	Other	None	3.77738333333333
bHd15652.1	Hdujardini	0.182931	25.1270686728095	Other	Conserved	7.10922666666667
bHd15665.1	Hdujardini	0	26.8748333333333	Other	Conserved	2.68748333333333
bHd15666.1	Hdujardini	13.7525333333333	28.6441469189751	Other	None	396.794
bHd15669.2	Hdujardini	0	92.8602666666667	Other	None	9.28602666666667
bHd15671.1	Hdujardini	0	93.8831333333333	Other	None	9.38831333333333
bHd15672.1	Hdujardini	0	106.468733333333	Other	None	10.6468733333333
bHd15674.1	Hdujardini	0.160568333333333	11.0632156631978	Other	Conserved	2.88272366666667
bHd15675.1	Hdujardini	5.66408	29.5443505294861	Other	Conserved	170.296
bHd15687.1	Hdujardini	1.02508	6.3739941456015	Other	Conserved	7.17125333333333
bHd15693.1	Hdujardini	4.56164333333333	12.8495387535011	Other	Conserved	59.8999666666667
bHd15697.1	Hdujardini	14.0167666666667	6.9456202199276	Other	None	98.0497
bHd15713.1	Hdujardini	0	36.8752	Other	Conserved	3.68752
bHd15714.1	Hdujardini	0.292091933333333	6.65000504133469	Other	Conserved	2.60741333333333
bHd15722.1	Hdujardini	0	28.5018666666667	Other	Conserved	2.85018666666667
bHd15761.1	Hdujardini	0.0564296666666667	143.128839584989	Other	Conserved	22.3895966666667
bHd15766.1	Hdujardini	0	23.3173	Other	Conserved	2.33173
bHd15781.1	Hdujardini	0.065114	58.7825986893904	Other	Conserved	9.70583
bHd15794.1	Hdujardini	0.120221666666667	17.1066122770239	Other	Conserved	3.76724666666667
bHd15796.1	Hdujardini	1.39171	25.9508215403798	Other	None	38.7111
bHd15807.1	Hdujardini	1.20764666666667	60.2017619438482	Other	None	78.7226333333333
bHd15811.1	Hdujardini	0.772859	32.1376075631918	Other	None	28.0516
bHd15839.1	Hdujardini	0.55514	13.586592178771	Other	None	8.90112
bHd15844.1	Hdujardini	0.244333966666667	7.63072168599109	Other	Conserved	2.62751666666667
bHd15852.1	Hdujardini	8.12136666666667	21.9406343633054	Other	Conserved	180.382
bHd15903.1	Hdujardini	0.149825166666667	38.0451662529329	Other	Conserved	9.50464
bHd15944.1	Hdujardini	20.0022733333333	2.37217283219377	Other	Conserved	47.6860666666667
bHd15955.1	Hdujardini	1.02725266666667	9.52375362163703	Other	None	10.7356766666667
bHd15986.1	Hdujardini	0.2779277	39.8166986260423	Other	Conserved	15.0478333333333
bHd16007.1	Hdujardini	0	67.3677333333333	Other	Conserved	6.73677333333333
bHd16033.1	Hdujardini	0.0862506666666667	24.1922355535193	GST	Conserved	4.50582
bHd16034.1	Hdujardini	0.128681666666667	12.918963041783	Other	Conserved	2.95433
bHd16038.1	Hdujardini	453.860466666667	17.8192021713491	CAHS	Conserved	8089.21333333333
bHd16070.1	Hdujardini	0.208605333333333	7.63819160610748	Other	Conserved	2.35718666666667
bHd16076.1	Hdujardini	9.9459	4.66007027742661	Other	Conserved	46.8146
bHd16085.1	Hdujardini	0.558258666666667	24.6495805093844	Other	None	16.2258
bHd16128.1	Hdujardini	0.0231984333333333	18.9865509653397	Other	Conserved	2.33911333333333
bHd16163.1	Hdujardini	6.43070666666667	14.4474717386378	Other	None	94.3522
bHd16172.1	Hdujardini	0.454726666666667	4.45471042795851	Other	Conserved	2.47114666666667
bHd16192.1	Hdujardini	0	65.3197333333333	Other	None	6.53197333333333
bHd16210.1	Hdujardini	2.22731566666667	9.98801623673167	Other	None	23.2452666666667
bHd16214.1	Hdujardini	0.0366736666666667	16.5939549437712	Other	Conserved	2.26795666666667
bHd16245.1	Hdujardini	0.0228931	17.0994954151209	Other	None	2.10141
bHd16249.1	Hdujardini	0.644273666666667	22.0627224484184	Other	None	16.4207033333333
bHd16259.1	Hdujardini	14.2530433333333	4.9908254068301	Other	Conserved	71.6335333333333
bHd16260.1	Hdujardini	69.2755333333333	6.57333565243463	Other	Conserved	456.028666666667
bHd16261.1	Hdujardini	7.11631666666667	13.3583707292963	Other	None	96.3982333333333
bHd16280.1	Hdujardini	7.55333566666667	25.0582327784134	Other	None	191.779066666667
bHd16294.1	Hdujardini	0	44.4269333333333	Other	Conserved	4.44269333333333
bHd16298.1	Hdujardini	1.14955	13.5087858295653	Other	Conserved	16.8799033333333
bHd16324.1	Hdujardini	0	169.694666666667	Other	Conserved	16.9694666666667
bHd16332.1	Hdujardini	1.71133033333333	9.72090310786308	Other	Conserved	17.6077666666667
bHd16344.1	Hdujardini	0.03977	28.6661896925902	Other	Conserved	4.00667333333333
bHd16345.1	Hdujardini	22.7370666666667	18.3337614871729	Other	Conserved	418.689333333333
bHd16369.1	Hdujardini	0.735304	108.132807536737	Other	Conserved	90.3237666666667
bHd16394.1	Hdujardini	0.942854	305.627313762681	Other	None	318.724666666667
bHd16395.1	Hdujardini	4.95503666666667	14.6964644503073	Other	Conserved	74.2911666666667
bHd16399.1	Hdujardini	0.459282666666667	7.65245719516905	Other	Conserved	4.27988666666667
bHd16401.1	Hdujardini	0.417716666666667	5.00726909828413	Other	None	2.59234666666667
bHd16407.1	Hdujardini	2.22076666666667	66.6808382287462	Other	None	154.750666666667
bHd16408.1	Hdujardini	0	124.888666666667	Other	None	12.4888666666667
bHd16413.1	Hdujardini	0.0295389	44.2427718623518	Other	None	5.73116
bHd16413.2	Hdujardini	2.07105e-09	44.4824657454126	Other	None	4.44824666666667
bHd16417.1	Hdujardini	0	381.215	Other	None	38.1215
bHd16419.1	Hdujardini	0	131.410936666667	Other	None	13.1410936666667
bHd16431.1	Hdujardini	2.74829666666667	5.38071642818105	Other	Conserved	15.3258766666667
bHd16433.1	Hdujardini	0.522754	25.0769431696411	Other	Conserved	15.6167666666667
bHd16478.1	Hdujardini	0	23.0808333333333	Other	Conserved	2.30808333333333
bHd16479.1	Hdujardini	7.24617333333333	304.388407207018	Other	None	2236.09
bHd16482.1	Hdujardini	0.638350666666667	305.172068195239	Other	None	225.324
bHd16497.1	Hdujardini	0	32.10704	Other	Conserved	3.210704
bHd16501.1	Hdujardini	0.0396986666666667	83.9153081871457	Other	Conserved	11.7228566666667
bHd16514.1	Hdujardini	205.57653	11.4542804989304	RvLEAM	Conserved	2355.87666666667
bHd16517.1	Hdujardini	0	229.897	Other	None	22.9897
bHd16549.1	Hdujardini	4.79356666666667	101.822460781843	Other	Conserved	498.275
bHd16550.1	Hdujardini	9.25960666666667	21.6392284291149	Other	Conserved	202.534666666667
bHd16551.1	Hdujardini	0.951658333333333	80.7152164438704	Other	None	84.88483
bHd16554.1	Hdujardini	8.94926333333333	7.29080341346386	Other	Conserved	65.9764
bHd16560.1	Hdujardini	0.0774283333333333	250.77561832477	Other	Conserved	44.4947
bHd16561.1	Hdujardini	0.668043	33.1827775267791	Other	Conserved	25.4858
bHd16566.1	Hdujardini	0.220957	27.2720437109436	Other	Conserved	8.75315333333333
bHd16567.1	Hdujardini	0	29.5134666666667	Other	Conserved	2.95134666666667
bHd16571.1	Hdujardini	0.280235333333333	11.9730938559103	Other	Conserved	4.55259333333333
bHd16575.1	Hdujardini	0	417.315666666667	Other	Conserved	41.7315666666667
bHd16577.1	Hdujardini	0	37.9374	Other	None	3.79374
bHd16584.1	Hdujardini	0	188.108	GST	Conserved	18.8108
bHd16596.1	Hdujardini	12.7598666666667	24.6619456915054	Other	Conserved	317.149333333333
bHd16600.1	Hdujardini	9.76767	31.7225174061692	Other	Conserved	313.027333333333
bHd16607.1	Hdujardini	0.145230666666667	49.8205227187464	Other	None	12.21752
bHd16608.1	Hdujardini	2.13421666666667	7.61366026869969	Other	Conserved	17.0105666666667
bHd16618.1	Hdujardini	0.162162333333333	175.509830423135	Other	Conserved	46.0120666666667
bHd16626.1	Hdujardini	0.326374666666667	17.1553031606005	Other	None	7.31458666666667
bHd16660.1	Hdujardini	0.95845	6.4635709449352	Other	Conserved	6.84136666666667
bHd16664.1	Hdujardini	0.238267	12.8994945807109	Other	Conserved	4.36347333333333
bHd16683.1	Hdujardini	0.176511666666667	8.3248072715437	Other	Conserved	2.30190633333333
bHd16683.2	Hdujardini	0	40.0676333333333	Other	Conserved	4.00676333333333
bHd16729.1	Hdujardini	1.78256333333333	16.8473464372159	Other	Conserved	31.7161966666667
bHd16756.1	Hdujardini	1.17454133333333	6.30240578048469	Other	None	8.03267666666667
bHd16789.1	Hdujardini	0	50.9307666666667	Other	None	5.09307666666667
bHd16793.1	Hdujardini	0.170787	42.8532881317542	Other	None	11.6041133333333
bHd16828.1	Hdujardini	0	103.593733333333	Other	Conserved	10.3593733333333
bHd16833.1	Hdujardini	0.348648333333333	7.34326439787659	Other	Conserved	3.29454333333333
bHd16859.2	Hdujardini	8.83786333333333	2.71025252493232	MAHS	Conserved	24.2238666666667
bHd16859.3	Hdujardini	15.9857133333333	7.38995307222931	MAHS	Conserved	118.872666666667
bHd16879.1	Hdujardini	0.585234	23.2874220096103	Other	Conserved	15.9573333333333
bHd16895.1	Hdujardini	9.47283	9.04483139607967	Other	Conserved	86.5846333333333
bHd16915.1	Hdujardini	0.245614966666667	5.60870772475227	Other	Conserved	1.93845333333333
bHd16924.1	Hdujardini	10.4719966666667	8.34592897778061	Other	Conserved	88.2331333333333
bHd16942.1	Hdujardini	0.119815	96.4789087793523	Other	None	21.2075113333333
bHd16943.1	Hdujardini	0.274684333333333	60.6407704974765	Other	None	22.7211466666667
bHd16945.1	Hdujardini	0	127.818666666667	Other	None	12.7818666666667
bHd16947.1	Hdujardini	0.0155146666666667	26.9806806639272	Other	None	3.11666433333333
bHd16950.1	Hdujardini	26.2189666666667	16.8623894808433	Other	None	443.800666666667
bHd16951.1	Hdujardini	215.2827	31.8437831822147	Other	None	6858.6
bHd16952.1	Hdujardini	0.636714	17.6595440473961	Other	Conserved	13.0100333333333
bHd16958.1	Hdujardini	24.9463433333333	5.44525262037585	Other	Conserved	136.383666666667
bHd16965.1	Hdujardini	0	124.3034	Other	None	12.43034
bHd16970.1	Hdujardini	21.4043166666667	3.10562762980146	Other	Conserved	66.7844
bHd16979.1	Hdujardini	0.292289	13.0460196436811	Other	Conserved	5.11781
bHd17004.1	Hdujardini	0	42.5029666666667	Other	Conserved	4.25029666666667
bHd17026.1	Hdujardini	18.5572666666667	7.64288445252788	Other	Conserved	142.595333333333
bHd17069.1	Hdujardini	0.721241666666667	7.30726846543344	Other	Conserved	6.00103333333333
bHd17075.1	Hdujardini	3.79264333333333	86.5285200373696	Other	Conserved	336.824666666667
bHd17090.1	Hdujardini	0.638537	5.78712598917409	Other	Conserved	4.27400666666667
bHd17091.1	Hdujardini	0.302777666666667	9.52484124823207	Other	Conserved	3.83639333333333
bHd17109.1	Hdujardini	3.47799333333333	4.06652797937019	Other	Conserved	14.55001
bHd17120.1	Hdujardini	0.288508	15.6058991492239	Other	Conserved	6.06301666666667
bHd17121.1	Hdujardini	0.0418176666666667	83.0172663020357	Other	Conserved	11.773315
bHd17123.1	Hdujardini	0	52.6038666666667	Other	Conserved	5.26038666666667
bHd17181.1	Hdujardini	0	188.078626666667	Other	Conserved	18.8078626666667
bHd17192.1	Hdujardini	0.698989333333333	12.3539613378234	Other	Conserved	9.87068333333333
bHd17214.1	Hdujardini	0	26.6402933481581	Other	None	2.66402933481581
bHd17226.1	Hdujardini	0.316615333333333	15.3645089074974	Other	None	6.40109
bHd17229.1	Hdujardini	2.80759	7.0913482758344	Other	None	20.6187333333333
bHd17230.1	Hdujardini	325.373666666667	3.42602217690935	Other	None	1115.08
bHd17239.1	Hdujardini	17.2138966666667	2.15647777344172	Other	Conserved	37.3370333333333
bHd17240.1	Hdujardini	0	34.99571	Other	None	3.499571
bHd17248.1	Hdujardini	0	43.934	Other	None	4.3934
bHd17255.1	Hdujardini	0.801414666666667	53.370180353548	Other	Conserved	48.1086633333333
bHd17259.1	Hdujardini	0	41.0578333333333	Other	Conserved	4.10578333333333
bHd17260.1	Hdujardini	0.0207364	28.5462931366735	Other	Conserved	3.44657666666667
bHd17271.1	Hdujardini	0.350341666666667	19.7986639773505	Other	Conserved	8.91616333333333
bHd17273.1	Hdujardini	0.924895666666667	264.342028960997	Other	None	270.923
bHd17283.1	Hdujardini	0	30.3538333333333	Other	Conserved	3.03538333333333
bHd17284.1	Hdujardini	1.28424233333333	9.36536401261147	Other	Conserved	12.9639333333333
bHd17285.1	Hdujardini	4.448309	26.2966522283337	Other	None	119.6053
bHd17288.1	Hdujardini	0.0960773333333333	27.7550184281032	Other	Conserved	5.44213
bHd17377.1	Hdujardini	29.5452	3.19964671065355	Other	Conserved	94.8541666666667
bHd17416.1	Hdujardini	13.85815	47.6664409920608	Other	None	665.335333333333
bHd17458.1	Hdujardini	29.2238566666667	7.30883852590104	HSP	Conserved	214.323333333333
bHd17463.1	Hdujardini	1.64887666666667	398.081625729278	Other	None	696.195666666667
bHd17464.1	Hdujardini	4.66023	255.53905308497	Other	None	1216.42466666667
bHd17472.1	Hdujardini	0	23.6451666666667	Other	Conserved	2.36451666666667
bHd17483.1	Hdujardini	20.7447	21.5144217315033	Other	Conserved	448.461666666667
bHd17485.1	Hdujardini	0	20.7469666666667	Other	Conserved	2.07469666666667
bHd17490.1	Hdujardini	2.45618666666667	9.54176533795132	Other	None	24.3905333333333
bHd17491.1	Hdujardini	0.956216666666667	25.1425686017705	Other	None	26.556
bHd17503.1	Hdujardini	15.5778133333333	10.6899048846948	Other	None	167.594333333333
bHd17506.1	Hdujardini	63.8884	209.452546607406	CAHS	Conserved	13402.5333333333
bHd17512.1	Hdujardini	0	45.9226333333333	Other	None	4.59226333333333
bHd17513.1	Hdujardini	4.15756333333333	14.2725533932163	Other	Conserved	60.7663
bHd17532.1	Hdujardini	7.06367333333333	13.3326384694631	Other	Conserved	95.5106666666667
bHd17568.1	Hdujardini	9.94028	229.882699154472	Other	Conserved	2308.08666666667
bHd17574.1	Hdujardini	6.17254666666667	26.6533422894688	Other	Conserved	167.184333333333
bHd17590.1	Hdujardini	0	1152.57646666667	Other	None	115.257646666667
bHd17608.1	Hdujardini	3.03074	189.579779860353	CAHS	Conserved	593.525
bHd17609.1	Hdujardini	1.08515366666667	70.9276518572416	Other	Conserved	84.0601666666667
bHd17610.1	Hdujardini	18.53827	154.494489027147	Other	Conserved	2879.51
bHd17645.1	Hdujardini	0.132239	11.4156106424847	Other	Conserved	2.65115
bHd17653.1	Hdujardini	0	421.488666666667	Other	Conserved	42.1488666666667
bHd17691.1	Hdujardini	0	86.6109333333333	Other	Conserved	8.66109333333333
bHd17699.1	Hdujardini	0.500155666666667	40.9210499276021	Other	Conserved	24.559
bHd17701.1	Hdujardini	0	54.8586333333333	Other	None	5.48586333333333
bHd17702.1	Hdujardini	0.305808333333333	8.53025032342855	Other	None	3.46164666666667
bHd17713.1	Hdujardini	38.9493	3.9682572201465	Other	Conserved	154.957666666667
bHd17714.1	Hdujardini	5.98198	3.32595634974137	Other	None	20.2284
bHd17733.1	Hdujardini	0.0734036666666667	11.5465839822687	Other	Conserved	2.00222
bHd17774.1	Hdujardini	0	176.908666666667	Other	Conserved	17.6908666666667
bHd17784.1	Hdujardini	38.9560666666667	2.71749160608424	Other	Conserved	106.134533333333
bHd17792.1	Hdujardini	137.378933333333	2.80772714752903	Other	Conserved	386.003333333333
bHd17793.1	Hdujardini	57.1805333333333	7.5730789285016	Other	None	433.79
bHd17796.1	Hdujardini	1.22624	1214.1844613343	Other	Conserved	1610.3
bHd17812.1	Hdujardini	39.5155	11.2131026155587	Other	Conserved	444.212666666667
bHd17832.1	Hdujardini	0.399667666666667	52.3303822607426	Other	Conserved	26.1478
bHd17837.1	Hdujardini	0.06767	25.7955905449196	Other	Conserved	4.32514666666667
bHd17867.2	Hdujardini	0.127334333333333	17.5058027603984	Other	Conserved	3.97967
bHd17884.1	Hdujardini	0.681616666666667	66.7120711346141	Other	Conserved	52.1432666666667
bHd17901.1	Hdujardini	20.6148666666667	2.66466434734474	Other	Conserved	55.1981666666667
bHd17933.1	Hdujardini	3.88340933333333	6.55623474296892	Other	Conserved	26.1161666666667
bHd17958.1	Hdujardini	7.61607666666667	10.0852721784776	Other	None	77.8187333333333
bHd17959.1	Hdujardini	0.0646113333333333	396.654746331763	Other	None	65.2938666666667
bHd17967.1	Hdujardini	0.283519	11.6518781772654	Other	Conserved	4.46871666666667
bHd17971.1	Hdujardini	18.1377433333333	12.7291516147009	Other	Conserved	232.151
bHd17997.1	Hdujardini	0.0286925666666667	50.6168110719682	Other	Conserved	6.51400733333333
bHd18040.1	Hdujardini	5.610723	10.0391024627413	Other	None	57.3305333333333
bHd18044.1	Hdujardini	0.0135373333333333	18.5508379035383	Other	Conserved	2.10621266666667
bHd18063.1	Hdujardini	0.162785033333333	20.6543979990743	Other	Conserved	5.42766666666667
bHd18069.1	Hdujardini	2.43168333333333	55.9456488107386	Other	Conserved	141.636666666667
bHd18075.1	Hdujardini	0.0447133333333333	16.9746855852951	Other	Conserved	2.45646333333333
bHd18077.1	Hdujardini	0.275472333333333	175.168787402889	Other	Conserved	65.7710333333333
bHd18088.1	Hdujardini	0.113984666666667	11.529907127302	Other	Conserved	2.46722333333333
bHd18089.1	Hdujardini	60.7482	5.27644750926623	Other	Conserved	321.062333333333
bHd18090.1	Hdujardini	0.205871666666667	19.0156111223116	Other	Conserved	5.81633666666667
